"URL-адрес страницы","Код ответа сервера страницы","Target URL","Ссылающиеся страницы","Meta refresh redirects","Время переадресации Refresh",Редирект,"Целевой URL редиректа","Ссылки переадресации"
http://www.mrcar.ee/,301,https://www.mrcar.ee/,3,Нет,,0,https://www.mrcar.ee/,0
